n.id,n.firstname,n.lastname,n.birthyear,n.deathyear,n.birthplace,n.deathplace,n.sex,n.numCities,n.numCountries,n.numVenues,n.country,n.collective,n.ulan,n.wikidata
"493,""""""Adolf"""""",""""""Luntz"""""",1875,1924,""""""Vienna"""""",""""""Karlsruhe"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""500082501"""""",""""""Q363238"""""""
"494,""""""Fritz"""""",""""""Mackensen"""""",1866,1953,""""""Greene"""""",""""""Bremen"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""500007946"""""",""""""Q448400"""""""
"495,""""""Bruno"""""",""""""Marquardt"""""",1878,1916,""""""Berlin"""""",""""""Verdun-sur-Meuse"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""NULL"""""",""""""Q74199063"""""""
"496,""""""Carl"""""",""""""Moll"""""",1861,1945,""""""Vienna"""""",""""""Vienna"""""",""""""M"""""",2,2,2,""""""AT"""""",null,""""""500031489"""""",""""""Q697780"""""""
"497,""""""Hermann"""""",""""""Münchhausen"""""",1875,1947,""""""Brzeg"""""",""""""Berlin"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""NULL"""""",""""""Q2643437"""""""
"498,""""""Rudolf"""""",""""""Nissl"""""",1870,1955,""""""Fügen"""""",""""""Munich"""""",""""""M"""""",2,1,2,""""""DE"""""",null,""""""500072013"""""",""""""Q1406129"""""""
"499,""""""Ernst"""""",""""""Oppler"""""",1867,1929,""""""Hanover"""""",""""""Berlin"""""",""""""M"""""",2,1,2,""""""DE"""""",null,""""""500011635"""""",""""""Q1359654"""""""
"500,""""""Fritz"""""",""""""Overbeck"""""",1869,1909,""""""Bremen"""""",""""""Vegesack"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""500009506"""""",""""""Q455798"""""""
"501,""""""Richard"""""",""""""Pietzsch"""""",1872,1960,""""""Blasewitz"""""",""""""Munich"""""",""""""M"""""",2,2,2,""""""DE"""""",null,""""""500101458"""""",""""""Q1737680"""""""
"502,""""""Hermann"""""",""""""Pleuer"""""",1863,1911,""""""Schwäbisch Gmünd"""""",""""""Stuttgart"""""",""""""M"""""",3,3,3,""""""DE"""""",null,""""""500013552"""""",""""""Q1612363"""""""
"503,""""""Emil"""""",""""""Pottner"""""",1872,1942,""""""Salzburg"""""",""""""Minsk"""""",""""""M"""""",4,3,4,""""""DE"""""",null,""""""500078626"""""",""""""Q18223518"""""""
"504,""""""Heine"""""",""""""Rath"""""",1873,1920,""""""Berlin"""""",""""""Stuttgart"""""",""""""M"""""",3,2,3,""""""DE"""""",null,""""""NULL"""""",""""""Q50291572"""""""
"505,""""""Heinrich"""""",""""""Reifferscheid"""""",1872,1945,""""""Breslau"""""",""""""Niederdollendorf"""""",""""""M"""""",2,2,2,""""""DE"""""",null,""""""500165704"""""",""""""Q1598542"""""""
"506,""""""Otto, the younger"""""",""""""Reiniger"""""",1863,1909,""""""Stuttgart"""""",""""""Korntal-Münchingen"""""",""""""M"""""",2,2,2,""""""DE"""""",null,""""""500096374"""""",""""""Q2040272"""""""
"507,""""""Fritz"""""",""""""Rhein"""""",1873,1948,""""""Stettin"""""",""""""Freckenhorst"""""",""""""M"""""",3,2,3,""""""DE"""""",null,""""""500074751"""""",""""""Q1467966"""""""
"508,""""""Robert Ludwig"""""",""""""Richter"""""",1883,null,null,null,""""""M"""""",1,1,1,""""""DE"""""",null,""""""500166247"""""",null"
"509,""""""Rudolf"""""",""""""Riemerschmid"""""",1873,1953,""""""Munich"""""",""""""Munich"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500166332"""""",""""""Q52156073"""""""
"510,""""""Georg"""""",""""""Sauter"""""",1866,1937,""""""Markt Rettenbach"""""",""""""Brannenburg"""""",""""""M"""""",3,3,3,""""""DE"""""",null,""""""500031091"""""",""""""Q21462299"""""""
"511,""""""Alexander"""""",""""""Schmidt-Michelsen"""""",1859,1908,""""""Leipzig"""""",""""""Leipzig"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""500170380"""""",""""""Q28053741"""""""
"512,""""""Maria"""""",""""""Slavona"""""",1865,1931,""""""Lubeck"""""",""""""Berlin"""""",""""""F"""""",3,3,3,""""""DE"""""",null,""""""500019834"""""",""""""Q1593149"""""""
"513,""""""Otto"""""",""""""Sohn-Rethel"""""",1877,1949,""""""Dusseldorf"""""",""""""Anacapri"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500108670"""""",""""""Q18629628"""""""
"514,""""""Eugen"""""",""""""Spiro"""""",1874,1972,""""""Breslau"""""",""""""New York"""""",""""""M"""""",4,3,5,""""""DE"""""",null,""""""500002701"""""",""""""Q214008"""""""
"515,""""""Toni von"""""",""""""Stadler"""""",1850,1917,""""""Göllersdorf"""""",""""""Munich"""""",""""""M"""""",4,3,4,""""""AT"""""",null,""""""500028805"""""",""""""Q596461"""""""
"516,""""""Robert Hermann"""""",""""""Sterl"""""",1867,1932,""""""Großdobritz"""""",""""""Naundorf (Struppen)"""""",""""""M"""""",3,2,3,""""""DE"""""",null,""""""500010194"""""",""""""Q319032"""""""
"517,""""""Ulrich"""""",""""""Hübner"""""",1872,1932,""""""Berlin"""""",""""""Neubabelsberg"""""",""""""M"""""",5,4,5,""""""DE"""""",null,""""""500032446"""""",""""""Q877843"""""""
"518,""""""George"""""",""""""Mosson"""""",1851,1933,""""""Aix-en-Provence"""""",""""""Berlin"""""",""""""M"""""",2,1,2,""""""DE"""""",null,""""""500098746"""""",""""""Q1949475"""""""
"519,""""""Marie"""""",""""""Herbays"""""",null,null,null,null,""""""F"""""",null,null,null,null,null,""""""NULL"""""",null"
"520,""""""Theresia Elisa van"""""",""""""Hall"""""",1872,1931,""""""Utrecht"""""",""""""Amsterdam"""""",""""""F"""""",null,null,null,""""""NL"""""",null,""""""NULL"""""",""""""Q13493785"""""""
"521,""""""André"""""",""""""Blandin"""""",1878,1944,""""""Paris"""""",null,""""""M"""""",null,null,null,""""""FR"""""",null,""""""NULL"""""",""""""Q27505312"""""""
"522,""""""Pierre"""""",""""""Abattuci"""""",1871,1942,""""""Molenbeek-Saint-Jean"""""",""""""Ixelles"""""",""""""M"""""",1,1,1,""""""BE"""""",null,""""""500024185"""""",""""""Q11309879"""""""
"523,""""""Charles"""""",""""""Bonaugure"""""",1880,1947,""""""Mechelen"""""",""""""Mechelen"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""NULL"""""",null"
"524,""""""Marnix d'"""""",""""""Haveloose"""""",1885,1973,""""""Maldegem"""""",""""""Brussels"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""NULL"""""",""""""Q21645218"""""""
"525,""""""H."""""",""""""Daye"""""",null,null,null,null,null,null,null,null,null,null,""""""NULL"""""",null"
"526,""""""Anne-Pierre de"""""",""""""Kat"""""",1881,1968,""""""Delft"""""",""""""La Frette-sur-Seine"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""500056559"""""",""""""Q2850919"""""""
"527,""""""René"""""",""""""De Man"""""",null,null,null,null,""""""M"""""",null,null,null,""""""BE"""""",null,""""""NULL"""""",null"
"528,""""""Paul"""""",""""""Bayard"""""",null,null,null,null,""""""M"""""",null,null,null,null,null,""""""NULL"""""",null"
"529,""""""Léon"""""",""""""Billiet"""""",1868,1949,null,null,""""""M"""""",1,1,1,""""""BE"""""",null,""""""NULL"""""",null"
"530,""""""Theo"""""",""""""Blickx"""""",1875,1963,""""""Mechelen"""""",""""""Mechelen"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""NULL"""""",""""""Q2040493"""""""
"531,""""""Nand"""""",""""""Buyle"""""",1872,1950,""""""Roubaix"""""",""""""Watermaal-Bosvoorde"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""NULL"""""",null"
"532,""""""Edgar"""""",""""""Bytebier"""""",1875,1940,""""""Ghent"""""",""""""Dilbeek"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""NULL"""""",""""""Q3047436"""""""
"533,""""""Félix"""""",""""""Constant"""""",1865,1924,""""""Brussels"""""",""""""Brussels"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""NULL"""""",null"
"534,""""""Joseph"""""",""""""De Meyer"""""",null,null,null,null,""""""M"""""",null,null,null,null,null,""""""NULL"""""",null"
"535,null,""""""Desaedeleer"""""",null,null,null,null,""""""M"""""",null,null,null,null,null,""""""NULL"""""",null"
"536,""""""Jules"""""",""""""Dubois"""""",1864,1957,null,null,""""""M"""""",null,null,null,""""""BE"""""",null,""""""NULL"""""",null"
"537,""""""Jean"""""",""""""Eyckelbosch"""""",null,null,null,null,""""""M"""""",null,null,null,null,null,""""""NULL"""""",null"
"538,""""""Francois"""""",""""""Gailliard"""""",1861,1932,""""""Brussels"""""",""""""Saint-Gilles"""""",""""""M"""""",2,2,2,""""""BE"""""",null,""""""500140471"""""",""""""Q2113391"""""""
"539,""""""François Joseph Clement"""""",""""""Halkett"""""",1856,1921,""""""Brussels"""""",""""""Ixelles"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""500143612"""""",""""""Q2382453"""""""
"540,""""""Adolphe"""""",""""""Keller"""""",1880,1968,""""""Brussels"""""",""""""Brussels"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""NULL"""""",""""""Q2824846"""""""
"541,""""""Henri"""""",""""""Roidot"""""",1877,1960,""""""Anderlecht"""""",""""""Linkebeek"""""",""""""M"""""",1,1,1,""""""BE"""""",null,""""""500042596"""""",""""""Q52156239"""""""
"542,""""""Jules"""""",""""""Rullens"""""",1858,1936,""""""Ghent"""""",""""""Woluwe-Saint-Lambert"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""NULL"""""",""""""Q28927562"""""""
"543,""""""H."""""",""""""Schaepherders"""""",null,null,null,null,null,null,null,null,null,null,""""""NULL"""""",null"
"544,""""""Louis"""""",""""""Taverne"""""",1859,1934,""""""Brussels"""""",""""""Saint-Gilles"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""NULL"""""",""""""Q60643161"""""""
"545,""""""Alphonse van, Sr."""""",""""""Beurden"""""",1854,1938,""""""Antwerp"""""",""""""Antwerp"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""500197493"""""",null"
"546,""""""Frans van"""""",""""""Damme"""""",1858,1925,""""""Hamme"""""",""""""Brussels"""""",""""""M"""""",1,1,1,""""""BE"""""",null,""""""500133630"""""",""""""Q2803460"""""""
"547,""""""Hubert van den"""""",""""""Bossche"""""",1874,1957,""""""Ninove"""""",""""""Linkebeek"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""NULL"""""",""""""Q2789711"""""""
"548,""""""Pierre"""""",""""""Weyel"""""",null,null,null,null,""""""M"""""",null,null,null,null,null,""""""NULL"""""",null"
"549,""""""Clément de"""""",""""""Porre"""""",1874,1947,""""""Ghent"""""",""""""Ledeberg (Ghent)"""""",""""""M"""""",1,1,1,""""""BE"""""",null,""""""NULL"""""",""""""Q21646503"""""""
"550,""""""Léon de"""""",""""""Smet"""""",1881,1966,""""""Ghent"""""",""""""Deurle"""""",""""""M"""""",2,2,2,""""""BE"""""",null,""""""500042604"""""",""""""Q2270603"""""""
"551,""""""Louis"""""",""""""Dumont"""""",null,null,null,null,""""""M"""""",null,null,null,null,null,""""""NULL"""""",null"
"552,""""""Jehan"""""",""""""Frison"""""",1882,1961,""""""Brussels"""""",""""""Linkebeek"""""",""""""M"""""",1,1,1,""""""BE"""""",null,""""""500140108"""""",""""""Q2332893"""""""
"553,""""""Richard"""""",""""""Heintz"""""",1871,1929,""""""Vottem"""""",""""""Syria"""""",""""""M"""""",1,1,1,""""""BE"""""",null,""""""500108486"""""",""""""Q113182"""""""
"554,""""""Marcel"""""",""""""Jefferys"""""",1872,1924,""""""Milan"""""",""""""Ixelles"""""",""""""M"""""",4,4,4,""""""BE"""""",null,""""""500059086"""""",""""""Q2306385"""""""
"555,""""""William"""""",""""""Jelley"""""",1856,1932,""""""Brussels"""""",""""""Anderlecht"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""500148319"""""",""""""Q2134192"""""""
"556,""""""Aloys"""""",""""""Hugonnet"""""",1879,1938,""""""Morges"""""",""""""Lausanne"""""",""""""M"""""",null,null,null,""""""CH"""""",null,""""""500066333"""""",""""""Q37517195"""""""
"557,""""""Pierre"""""",""""""Kerfyser"""""",null,null,null,null,""""""M"""""",null,null,null,null,null,""""""NULL"""""",null"
"558,""""""Henri Louis Philippe"""""",""""""Le Roux"""""",1872,1942,""""""Châtelet"""""",""""""Brussels"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""500153243"""""",""""""Q55770029"""""""
"559,""""""Fernand"""""",""""""Lantoine"""""",1876,1955,""""""Maretz"""""",""""""Brussels"""""",""""""M"""""",1,1,1,""""""FR"""""",null,""""""500042882"""""",""""""Q3069220"""""""
"560,""""""Raoul"""""",""""""Martinez"""""",1876,1973,""""""Cuba"""""",""""""Neuilly-sur-Seine"""""",""""""M"""""",null,null,null,""""""NL"""""",null,""""""NULL"""""",""""""Q24024147"""""""
"561,""""""Auguste"""""",""""""Oleffe"""""",1867,1931,""""""Brussels"""""",""""""Brussels"""""",""""""M"""""",2,2,2,""""""BE"""""",null,""""""500006760"""""",""""""Q2341464"""""""
"562,""""""A."""""",""""""Paterson"""""",null,null,null,null,null,null,null,null,null,null,""""""NULL"""""",null"
"563,""""""Louis Albert"""""",""""""Roessingh"""""",1873,1951,""""""Assen"""""",""""""Antwerp"""""",""""""M"""""",null,null,null,""""""NL"""""",null,""""""500189930"""""",""""""Q3201307"""""""
"564,""""""Pierre"""""",""""""Paulus"""""",1881,1959,""""""Châtelet"""""",""""""Saint-Gilles"""""",""""""M"""""",2,2,2,""""""BE"""""",null,""""""500109559"""""",""""""Q1857866"""""""
"565,""""""Emile"""""",""""""Rommelaere"""""",1873,1961,""""""Bruges"""""",""""""Westkapelle"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""500096281"""""",""""""Q4502896"""""""
"566,""""""Charles"""""",""""""Theunissen"""""",1871,1948,""""""As"""""",""""""Watermaal-Bosvoorde"""""",""""""M"""""",2,2,2,""""""BE"""""",null,""""""500041528"""""",""""""Q100994021"""""""
"567,""""""Alphonse van, Jr."""""",""""""Beurden"""""",1878,1962,""""""Antwerp"""""",""""""Antwerp"""""",""""""M"""""",2,2,2,""""""BE"""""",null,""""""500170073"""""",""""""Q21396102"""""""
"568,""""""Eugène Van"""""",""""""Mierlo"""""",1880,1972,""""""Turnhout"""""",null,""""""M"""""",null,null,null,null,null,""""""NULL"""""",""""""Q26997528"""""""
"569,""""""Marten Van Der"""""",""""""Loo"""""",1880,1920,""""""Mortsel"""""",""""""Antwerp"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""500154347"""""",""""""Q3155626"""""""
"570,""""""Constant van"""""",""""""Offel"""""",1885,1924,""""""Antwerp"""""",""""""Brussels"""""",""""""M"""""",1,1,1,""""""BE"""""",null,""""""NULL"""""",""""""Q110081282"""""""
"571,""""""Tony van"""""",""""""Os"""""",1886,1945,""""""Antwerp"""""",""""""Temse"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""500160593"""""",""""""Q21396129"""""""
"572,""""""Henry"""""",""""""Wauters"""""",null,null,null,null,""""""M"""""",null,null,null,null,null,""""""NULL"""""",null"
"573,""""""Emile"""""",""""""Welvaert"""""",null,null,null,null,null,null,null,null,null,null,""""""NULL"""""",null"
"574,""""""Wilhelm"""""",""""""Altheim"""""",1871,1914,""""""Groß-Gerau"""""",""""""Frankfurt am Main"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500102910"""""",""""""Q16511799"""""""
"575,""""""Maximilien"""""",""""""Luce"""""",1858,1941,""""""Paris"""""",""""""Paris"""""",""""""M"""""",5,5,8,""""""FR"""""",null,""""""500007137"""""",""""""Q545293"""""""
"576,""""""Eva"""""",""""""Stort"""""",1855,1936,""""""Berlin"""""",""""""Berlin"""""",""""""F"""""",2,1,2,""""""DE"""""",null,""""""500426382"""""",""""""Q1379502"""""""
"577,""""""Carl"""""",""""""Strathmann"""""",1866,1939,""""""Dusseldorf"""""",""""""Munich"""""",""""""M"""""",1,1,2,""""""DE"""""",null,""""""500022563"""""",""""""Q21516056"""""""
"578,""""""Max Arthur"""""",""""""Stremel"""""",1859,1928,""""""Zittau"""""",""""""Ulm"""""",""""""M"""""",2,1,2,""""""DE"""""",null,""""""500354180"""""",""""""Q21646727"""""""
"579,""""""Hans"""""",""""""Thoma"""""",1839,1924,""""""Bernau im Schwarzwald"""""",""""""Karlsruhe"""""",""""""M"""""",7,4,8,""""""DE"""""",null,""""""500003772"""""",""""""Q678094"""""""
"580,""""""Charles"""""",""""""Tooby"""""",1863,1913,""""""London"""""",""""""London"""""",""""""M"""""",3,3,3,""""""GB"""""",null,""""""500407369"""""",""""""Q6409964"""""""
"581,""""""Wilhelm"""""",""""""Trübner"""""",1851,1917,""""""Heidelberg"""""",""""""Karlsruhe"""""",""""""M"""""",5,4,6,""""""DE"""""",null,""""""500018062"""""",""""""Q461271"""""""
"582,""""""Alice"""""",""""""Trübner"""""",1875,1916,""""""Bradford"""""",""""""Berlin"""""",""""""F"""""",2,2,2,""""""DE"""""",null,""""""500426421"""""",""""""Q52222654"""""""
"583,""""""Kurt"""""",""""""Tuch"""""",1877,1963,""""""Leipzig"""""",""""""Muri"""""",""""""M"""""",2,1,2,""""""DE"""""",null,""""""NULL"""""",""""""Q1670957"""""""
"584,""""""Hans Richard von"""""",""""""Volkmann"""""",1860,1927,""""""Halle"""""",""""""Halle"""""",""""""M"""""",5,3,5,""""""DE"""""",null,""""""500048089"""""",""""""Q1443872"""""""
"585,""""""Karl"""""",""""""Walser"""""",1877,1943,""""""Teufen"""""",""""""Zurich"""""",""""""M"""""",4,3,4,""""""CH"""""",null,""""""500024905"""""",""""""Q1733293"""""""
"586,""""""Emil Rudolf"""""",""""""Weiss"""""",1875,1942,""""""Lahr"""""",""""""Meersburg"""""",""""""M"""""",2,1,2,""""""DE"""""",null,""""""500060204"""""",""""""Q1336770"""""""
"587,""""""Hans Beatus"""""",""""""Wieland"""""",1867,1945,""""""Gallusberg bei Mörschwil"""""",""""""Kriens"""""",""""""M"""""",1,1,1,""""""CH"""""",null,""""""500048469"""""",""""""Q983222"""""""
"588,""""""Heinrich von"""""",""""""Zügel"""""",1850,1941,""""""Murrhardt"""""",""""""Munich"""""",""""""M"""""",8,4,8,""""""DE"""""",null,""""""500013634"""""",""""""Q602549"""""""
"589,""""""Benno"""""",""""""Becker"""""",1860,1938,""""""Memel"""""",""""""Munich"""""",""""""M"""""",4,3,4,""""""DE"""""",null,""""""500158013"""""",""""""Q817909"""""""
"590,""""""Franz"""""",""""""Christophe"""""",1875,1946,""""""Vienna"""""",""""""Berlin"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""500130865"""""",""""""Q57385917"""""""
"591,""""""Gerhard"""""",""""""Janssen"""""",1863,1931,""""""Kalkar"""""",""""""Dusseldorf"""""",""""""M"""""",3,2,3,""""""DE"""""",null,""""""500049532"""""",""""""Q15875619"""""""
"592,""""""Julius"""""",""""""Klinger"""""",1876,1942,""""""Vienna"""""",""""""Minsk"""""",""""""M"""""",1,1,1,""""""AT"""""",null,""""""500150092"""""",""""""Q874338"""""""
"593,""""""Waldemar"""""",""""""Rösler"""""",1882,1916,""""""Striesen"""""",""""""Orzysz"""""",""""""M"""""",4,3,4,""""""DE"""""",null,""""""500013691"""""",""""""Q2541373"""""""
"594,""""""Ernst"""""",""""""Stern"""""",1876,1954,""""""Bucharest"""""",""""""London"""""",""""""M"""""",2,1,2,""""""DE"""""",null,""""""500041697"""""",""""""Q763276"""""""
"595,""""""Heinrich"""""",""""""Zille"""""",1858,1929,""""""Radeburg"""""",""""""Berlin"""""",""""""M"""""",2,1,2,""""""DE"""""",null,""""""500007472"""""",""""""Q498211"""""""
"596,""""""DELETE"""""",""""""DELETE"""""",null,null,null,null,null,null,null,null,null,null,""""""NULL"""""",null"
"597,null,""""""malevic"""""",null,null,null,null,null,null,null,null,null,null,""""""NULL"""""",null"
"598,""""""V. V."""""",""""""Shavrin"""""",null,null,null,null,""""""M"""""",null,null,null,""""""RU"""""",null,""""""NULL"""""",null"
"599,""""""Leopold"""""",""""""Forstner"""""",1878,1936,""""""Bad Leonfelden"""""",""""""Stockerau"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""500002992"""""",""""""Q1819641"""""""
"600,""""""Józef"""""",""""""Mehoffer"""""",1869,1946,""""""Ropczyce"""""",""""""Wadowice"""""",""""""M"""""",null,null,null,""""""PL"""""",null,""""""500019125"""""",""""""Q1354695"""""""
"601,""""""Ferdinand"""""",""""""Andri"""""",1871,1956,""""""Waidhofen an der Ybbs"""""",""""""Vienna"""""",""""""M"""""",2,2,2,""""""AT"""""",null,""""""500076349"""""",""""""Q1405079"""""""
"602,""""""Karl"""""",""""""Müller"""""",1862,1938,""""""Vienna"""""",""""""Vienna"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""NULL"""""",""""""Q23498416"""""""
"603,""""""Rudolf"""""",""""""Jettmar"""""",1869,1939,""""""Tarnów"""""",""""""Vienna"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""500109456"""""",""""""Q698929"""""""
"604,""""""Maximilian"""""",""""""Lenz"""""",1860,1948,""""""Vienna"""""",""""""Vienna"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""500064897"""""",""""""Q1914015"""""""
"605,""""""Josef"""""",""""""Engelhart"""""",1864,1941,""""""Vienna"""""",""""""Vienna"""""",""""""M"""""",3,3,3,""""""AT"""""",null,""""""500008580"""""",""""""Q1704535"""""""
"606,""""""Friedrich"""""",""""""König"""""",1857,1941,""""""Vienna"""""",""""""Vienna"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""500150526"""""",""""""Q18356440"""""""
"607,""""""Carlos"""""",""""""Schwabe"""""",1866,1926,""""""Altona"""""",""""""Avon, Seine-et-Marne"""""",""""""M"""""",null,null,null,""""""CH"""""",null,""""""500391572"""""",""""""Q694113"""""""
"608,""""""Alfred"""""",""""""Reth"""""",1884,1966,""""""Budapest"""""",""""""Paris"""""",""""""M"""""",null,null,null,""""""FR"""""",null,""""""500023179"""""",null"
"609,""""""Julie"""""",""""""Baum"""""",1862,1912,""""""Elberfeld"""""",""""""Berlin"""""",""""""F"""""",null,null,null,""""""DE"""""",null,""""""NULL"""""",null"
"610,""""""Wilhelm"""""",""""""Gimmi"""""",1886,1965,""""""Zurich"""""",""""""Chexbres"""""",""""""M"""""",1,1,1,""""""CH"""""",null,""""""500005984"""""",""""""Q21464003"""""""
"611,""""""Egon"""""",""""""Adler"""""",1892,1963,""""""Karlovy Vary"""""",""""""New York"""""",""""""M"""""",2,2,2,null,null,""""""NULL"""""",""""""Q1298442"""""""
"612,null,""""""Baumann"""""",null,null,null,null,null,null,null,null,null,null,""""""Baumann, Fr"""""",null"
"613,""""""Vladimir Georgievich"""""",""""""Bekhteev"""""",1878,1971,""""""Moscow"""""",""""""Moscow"""""",""""""M"""""",7,4,5,""""""RU"""""",null,""""""500017773"""""",""""""Q588953"""""""
"614,""""""Hanns"""""",""""""Bolz"""""",1885,1918,""""""Aachen"""""",""""""Munich"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""500025845"""""",""""""Q828405"""""""
"615,""""""Heinrich"""""",""""""Ehmsen"""""",1886,1964,""""""Kiel"""""",""""""Berlin"""""",""""""M"""""",2,1,2,""""""DE"""""",null,""""""500002903"""""",""""""Q104927"""""""
"616,""""""Elisabeth I."""""",""""""Epstein"""""",1879,1956,""""""Zhitomir"""""",""""""Geneva"""""",""""""F"""""",3,2,4,""""""RU"""""",null,""""""500374439"""""",""""""Q1330008"""""""
"617,""""""Ugo"""""",""""""Giannattasio"""""",1888,1958,""""""Rome"""""",""""""Turin"""""",""""""M"""""",1,1,1,""""""IT"""""",null,""""""500069167"""""",""""""Q15438408"""""""
"618,""""""Franz"""""",""""""Henseler"""""",1883,1918,""""""Rosenheim"""""",""""""Haar"""""",""""""M"""""",2,1,2,""""""DE"""""",null,""""""500034923"""""",""""""Q15857646"""""""
"619,""""""Josef"""""",""""""Kölschbach"""""",1892,1947,""""""Cologne"""""",""""""Rhöndorf"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500086456"""""",""""""Q19287138"""""""
"620,""""""Adriaan Johan"""""",""""""Korteweg"""""",1890,1917,""""""Wormerveer"""""",""""""Madras"""""",""""""M"""""",null,null,null,null,null,""""""NULL"""""",""""""Q15885392"""""""
"621,""""""Nikolay"""""",""""""Kulbin"""""",1868,1917,""""""Helsingfors"""""",""""""Saint Petersburg"""""",""""""M"""""",3,3,3,""""""RU"""""",null,""""""500006250"""""",""""""Q1251704"""""""
"622,""""""Alfred"""""",""""""Loeb"""""",1885,1945,""""""Vienna"""""",null,""""""M"""""",1,1,1,""""""AT"""""",null,""""""NULL"""""",null"
"623,""""""Corrado Alberto"""""",""""""Mazzei"""""",1884,null,null,null,""""""M"""""",null,null,null,null,null,""""""NULL"""""",null"
"624,""""""Carl"""""",""""""Mense"""""",1886,1965,""""""Rheine"""""",""""""Königswinter"""""",""""""M"""""",3,1,3,""""""DE"""""",null,""""""500026393"""""",""""""Q875306"""""""
"625,""""""Albert August"""""",""""""Plasschaert"""""",1866,1941,""""""Delft"""""",""""""Hilversum"""""",""""""M"""""",null,null,null,""""""NL"""""",null,""""""500348799"""""",""""""Q54888250"""""""
"626,""""""Adriana Catharina van"""""",""""""Rees-Dutilh"""""",1876,1959,""""""Rotterdam"""""",""""""Utrecht"""""",""""""F"""""",null,null,null,""""""NL"""""",null,""""""500081078"""""",""""""Q19754688"""""""
"627,""""""Paul Adolf"""""",""""""Seehaus"""""",1891,1919,""""""Bonn"""""",""""""Hamburg"""""",""""""M"""""",3,1,3,""""""DE"""""",null,""""""500013103"""""",""""""Q1345060"""""""
"628,""""""Richard"""""",""""""Seewald"""""",1889,1976,""""""Choszczno"""""",""""""Munich"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""500078315"""""",""""""Q2150582"""""""
"629,""""""Jacques Ernst"""""",""""""Sonderegger"""""",1882,1956,""""""Thusis"""""",""""""Bern"""""",""""""M"""""",null,null,null,""""""CH"""""",null,""""""500061505"""""",""""""Q1677964"""""""
"630,""""""Amadeo"""""",""""""Cardoso"""""",1887,1918,""""""Amarante"""""",""""""Espinho"""""",""""""M"""""",1,1,1,""""""PT"""""",null,""""""500006591"""""",""""""Q451771"""""""
"631,""""""Curt"""""",""""""Störmer"""""",1891,1976,""""""Hagen"""""",""""""Lubeck"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""NULL"""""",""""""Q1145343"""""""
"632,""""""Stanisław"""""",""""""Stückgold"""""",1868,1933,""""""Warsaw"""""",""""""Paris"""""",""""""M"""""",1,1,1,""""""PL"""""",null,""""""500176308"""""",""""""Q1291225"""""""
"633,""""""Charles de"""""",""""""Tholey"""""",null,null,null,null,""""""M"""""",null,null,null,null,null,""""""NULL"""""",null"
"634,""""""Hans"""""",""""""Thuar"""""",1887,1945,""""""Lübben"""""",""""""Bad Langensalza"""""",""""""M"""""",3,1,3,""""""DE"""""",null,""""""500021987"""""",""""""Q1582769"""""""
"635,""""""Pawel"""""",""""""Kowalenko"""""",null,null,null,null,""""""M"""""",null,null,null,null,null,""""""NULL"""""",null"
"636,""""""Gordon"""""",""""""McCouch"""""",1885,1956,""""""Philadelphia"""""",""""""Locarno"""""",""""""M"""""",null,null,null,""""""US"""""",null,""""""500382242"""""",""""""Q43134086"""""""
