n.id,n.firstname,n.lastname,n.birthyear,n.deathyear,n.birthplace,n.deathplace,n.sex,n.numCities,n.numCountries,n.numVenues,n.country,n.collective,n.ulan,n.wikidata
"247,""""""Il'ya"""""",""""""Mashkov"""""",1881,1944,""""""Mikhailovskaya-on-Don"""""",""""""Moscow"""""",""""""M"""""",4,3,1,""""""RU"""""",null,""""""500031575"""""",""""""Q2704611"""""""
"248,""""""Henri"""""",""""""Matisse"""""",1869,1954,""""""Le Cateau-Cambrésis"""""",""""""Nice"""""",""""""M"""""",12,10,17,""""""FR"""""",null,""""""500017300"""""",""""""Q5589"""""""
"249,""""""Aleksandr"""""",""""""Matveyev"""""",1878,1960,""""""Saratov"""""",""""""Moscow"""""",""""""M"""""",null,null,null,""""""RU"""""",null,""""""500103298"""""",""""""Q4284502"""""""
"250,""""""Mikhail"""""",""""""Matyushin"""""",1861,1934,""""""Nizhniy Novgorod"""""",""""""Leningradskaya Oblast'"""""",""""""M"""""",4,3,1,""""""RU"""""",null,""""""500127837"""""",""""""Q787155"""""""
"251,""""""Alfred Henry"""""",""""""Maurer"""""",1868,1932,""""""New York"""""",""""""New York"""""",""""""M"""""",3,2,3,""""""US"""""",null,""""""500025666"""""",""""""Q1387251"""""""
"252,""""""Ludwig"""""",""""""Meidner"""""",1884,1966,""""""Bernstadt"""""",""""""Darmstadt"""""",""""""M"""""",2,2,2,""""""DE"""""",null,""""""500016886"""""",""""""Q213727"""""""
"253,""""""Xavier"""""",""""""Mellery"""""",1845,1921,""""""Laken"""""",""""""Brussels"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""500015450"""""",""""""Q1041605"""""""
"254,""""""Moritz"""""",""""""Melzer"""""",1877,1966,""""""Bohemia"""""",""""""Berlin"""""",""""""M"""""",4,3,8,""""""DE"""""",null,""""""500064261"""""",""""""Q1948185"""""""
"255,""""""Jean"""""",""""""Metzinger"""""",1883,1956,""""""Nantes"""""",""""""Paris"""""",""""""M"""""",10,8,12,""""""FR"""""",null,""""""500001079"""""",""""""Q313096"""""""
"256,""""""Constantin"""""",""""""Meunier"""""",1831,1905,""""""Etterbeek"""""",""""""Ixelles"""""",""""""M"""""",3,3,4,""""""BE"""""",null,""""""500000662"""""",""""""Q552440"""""""
"257,""""""Nikolay"""""",""""""Milioti"""""",1874,1962,""""""Moscow"""""",""""""Paris"""""",""""""M"""""",2,2,2,""""""RU"""""",null,""""""500057187"""""",""""""Q14216837"""""""
"258,""""""Vasily"""""",""""""Milioti"""""",1875,1943,""""""Moscow"""""",""""""Moscow"""""",""""""M"""""",null,null,null,""""""RU"""""",null,""""""500003928"""""",null"
"259,""""""Kenneth Hayes"""""",""""""Miller"""""",1876,1952,""""""Oneida"""""",""""""New York"""""",""""""M"""""",null,null,null,""""""US"""""",null,""""""500025218"""""",""""""Q3195174"""""""
"260,""""""Carl"""""",""""""Milles"""""",1875,1955,""""""Lagan"""""",""""""Lidingö"""""",""""""M"""""",null,null,null,""""""SE"""""",null,""""""500021157"""""",""""""Q48548"""""""
"261,""""""George"""""",""""""Minne"""""",1866,1941,""""""Ghent"""""",""""""Sint-Martens-Latem"""""",""""""M"""""",2,2,2,""""""BE"""""",null,""""""500029293"""""",""""""Q559281"""""""
"262,""""""Piotr"""""",""""""Miturich"""""",1887,1956,""""""Saint Petersburg"""""",""""""Moscow"""""",""""""M"""""",null,null,null,""""""RU"""""",null,""""""500002681"""""",""""""Q4296899"""""""
"263,""""""Paula"""""",""""""Modersohn-Becker"""""",1876,1907,""""""Dresden"""""",""""""Worpswede"""""",""""""F"""""",1,1,1,""""""DE"""""",null,""""""500422180"""""",""""""Q234370"""""""
"264,""""""Amedeo"""""",""""""Modigliani"""""",1884,1920,""""""Livorno"""""",""""""Paris"""""",""""""M"""""",null,null,null,""""""IT"""""",null,""""""500026509"""""",""""""Q120993"""""""
"265,""""""Aleksandr Pavlovič"""""",""""""Mogilevskij"""""",1885,1980,""""""Mariupol'"""""",""""""Moscow"""""",""""""M"""""",2,1,3,""""""RU"""""",null,""""""Russian graphic artist, illustrator and painter, 1885-1980"""""",""""""Q18740184"""""""
"266,""""""Louis René"""""",""""""Moilliet"""""",1880,1962,""""""Bern"""""",""""""Vevey"""""",""""""M"""""",null,null,null,""""""CH"""""",null,""""""500014426"""""",""""""Q690446"""""""
"267,""""""Oskar"""""",""""""Moll"""""",1875,1947,""""""Brzeg"""""",""""""Berlin"""""",""""""M"""""",3,1,3,""""""DE"""""",null,""""""500008246"""""",""""""Q453349"""""""
"268,""""""Claude"""""",""""""Monet"""""",1840,1926,""""""Paris"""""",""""""Giverny"""""",""""""M"""""",10,8,19,""""""FR"""""",null,""""""500019484"""""",""""""Q296"""""""
"269,""""""Adolphe"""""",""""""Monticelli"""""",1824,1886,""""""Marseilles"""""",""""""Marseilles"""""",""""""M"""""",4,3,8,""""""FR"""""",null,""""""500000984"""""",""""""Q1152965"""""""
"270,""""""Giorgio"""""",""""""Morandi"""""",1890,1964,""""""Bologna"""""",""""""Bologna"""""",""""""M"""""",1,1,1,""""""IT"""""",null,""""""500009413"""""",""""""Q309618"""""""
"271,""""""Gustave"""""",""""""Moreau"""""",1826,1898,""""""Paris"""""",""""""Paris"""""",""""""M"""""",2,2,3,""""""FR"""""",null,""""""500115776"""""",""""""Q203828"""""""
"272,""""""Wilhelm"""""",""""""Morgner"""""",1891,1917,""""""Soest"""""",""""""Langemark"""""",""""""M"""""",3,2,4,""""""DE"""""",null,""""""500005254"""""",""""""Q69538"""""""
"273,""""""Alexsey"""""",""""""Morgunov"""""",1884,1935,""""""Moscow"""""",""""""Moscow"""""",""""""M"""""",null,null,null,""""""RU"""""",null,""""""500103526"""""",""""""Q17350355"""""""
"274,""""""Koloman"""""",""""""Moser"""""",1868,1918,""""""Vienna"""""",""""""Vienna"""""",""""""M"""""",2,2,2,""""""AT"""""",null,""""""500030689"""""",""""""Q45055"""""""
"275,""""""Otto"""""",""""""Mueller"""""",1874,1930,""""""Lubawka"""""",""""""Oborniki Śląskie"""""",""""""M"""""",3,1,4,""""""DE"""""",null,""""""500125010"""""",""""""Q317041"""""""
"276,""""""Edvard"""""",""""""Munch"""""",1863,1944,""""""Løten"""""",""""""Christiania (Oslo)"""""",""""""M"""""",11,6,15,""""""NO"""""",null,""""""500032949"""""",""""""Q41406"""""""
"277,""""""Gabriele"""""",""""""Münter"""""",1877,1962,""""""Berlin"""""",""""""Murnau"""""",""""""F"""""",9,6,8,""""""DE"""""",null,""""""500004398"""""",""""""Q463978"""""""
"278,""""""Elie"""""",""""""Nadelman"""""",1882,1946,""""""Warsaw"""""",""""""New York"""""",""""""M"""""",6,5,7,""""""PL"""""",null,""""""500032388"""""",""""""Q1288595"""""""
"279,""""""John Northcote"""""",""""""Nash"""""",1893,1977,""""""London"""""",""""""Colchester"""""",""""""M"""""",2,1,4,""""""GB"""""",null,""""""500020212"""""",""""""Q4328435"""""""
"280,""""""Paul"""""",""""""Nash"""""",1889,1946,""""""London"""""",""""""Dorset"""""",""""""M"""""",2,1,4,""""""GB"""""",null,""""""500032079"""""",""""""Q727643"""""""
"281,""""""Heinrich"""""",""""""Nauen"""""",1880,1941,""""""Krefeld"""""",""""""Kalkar"""""",""""""M"""""",5,1,5,""""""DE"""""",null,""""""500004670"""""",""""""Q461828"""""""
"282,""""""Christopher"""""",""""""Nevinson"""""",1889,1946,""""""London"""""",""""""London"""""",""""""M"""""",2,1,5,""""""GB"""""",null,""""""500031355"""""",""""""Q185850"""""""
"283,""""""Jean"""""",""""""Niestlé"""""",1884,1942,""""""Neuchatel"""""",""""""Antony"""""",""""""M"""""",1,1,1,""""""CH"""""",null,""""""NULL"""""",""""""Q1648422"""""""
"284,""""""Emil"""""",""""""Nolde"""""",1867,1956,""""""Burkal"""""",""""""Seebüll"""""",""""""M"""""",6,2,7,""""""DE"""""",null,""""""500003109"""""",""""""Q152788"""""""
"285,""""""Isidre"""""",""""""Nonell"""""",1873,1911,""""""Barcelona"""""",""""""Barcelona"""""",""""""M"""""",null,null,null,""""""ES"""""",null,""""""500115716"""""",""""""Q1393742"""""""
"286,""""""Willi"""""",""""""Nowak"""""",1886,1977,""""""Mníšek pod Brdy"""""",""""""Prague"""""",""""""M"""""",2,1,2,""""""CZ"""""",null,""""""500202718"""""",""""""Q4321849"""""""
"287,""""""Hermann"""""",""""""Obrist"""""",1862,1927,""""""Kilchberg"""""",""""""Munich"""""",""""""M"""""",null,null,null,""""""CH"""""",null,""""""500029519"""""",""""""Q332579"""""""
"288,""""""Walter"""""",""""""Ophey"""""",1882,1930,""""""Eupen"""""",""""""Dusseldorf"""""",""""""M"""""",3,2,3,""""""DE"""""",null,""""""500018690"""""",""""""Q2545701"""""""
"289,""""""Dezső"""""",""""""Orbán"""""",1884,1986,""""""Győr"""""",""""""Sydney"""""",""""""M"""""",1,1,2,""""""HU"""""",null,""""""500069857"""""",""""""Q1225201"""""""
"290,""""""Anna Petrovna"""""",""""""Ostroumova-Lebedeva"""""",1871,1955,""""""Saint Petersburg"""""",""""""Saint Petersburg"""""",""""""F"""""",4,3,2,""""""RU"""""",null,""""""500070835"""""",""""""Q562945"""""""
"291,""""""Amédée"""""",""""""Ozenfant"""""",1886,1966,""""""Saint-Quentin, Aisne"""""",""""""Cannes"""""",""""""M"""""",null,null,null,""""""FR"""""",null,""""""500009733"""""",""""""Q381937"""""""
"292,""""""Bernhard"""""",""""""Pankok"""""",1872,1943,""""""Münster"""""",""""""Baierbrunn"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""500013229"""""",""""""Q86346"""""""
"293,""""""Jules"""""",""""""Pascin"""""",1885,1930,""""""Vidin"""""",""""""Paris"""""",""""""M"""""",6,4,7,""""""BG"""""",null,""""""500028526"""""",""""""Q469063"""""""
"294,""""""Georg Vilhelm"""""",""""""Pauli"""""",1855,1935,""""""Jönköping"""""",""""""Stockholm"""""",""""""M"""""",null,null,null,""""""SE"""""",null,""""""500107733"""""",""""""Q1381512"""""""
"295,""""""Max"""""",""""""Pechstein"""""",1881,1955,""""""Zwickau"""""",""""""Berlin"""""",""""""M"""""",8,4,11,""""""DE"""""",null,""""""500032015"""""",""""""Q162105"""""""
"296,""""""Giuseppe"""""",""""""Pellizza da Volpedo"""""",1868,1907,""""""Volpedo"""""",""""""Volpedo"""""",""""""M"""""",1,1,1,""""""IT"""""",null,""""""500028941"""""",""""""Q1528580"""""""
"297,""""""Constant"""""",""""""Permeke"""""",1886,1952,""""""Antwerp"""""",""""""Ostend"""""",""""""M"""""",1,1,1,""""""BE"""""",null,""""""500013033"""""",""""""Q381911"""""""
"298,""""""Kuz'ma"""""",""""""Petrov-Vodkin"""""",1878,1939,""""""Khvalynsk"""""",""""""Saint Petersburg"""""",""""""M"""""",3,3,3,""""""RU"""""",null,""""""500014171"""""",""""""Q364226"""""""
"299,""""""Albert"""""",""""""Pfister"""""",1884,1978,""""""Stäfa"""""",""""""Erlenbach"""""",""""""M"""""",1,1,1,""""""CH"""""",null,""""""500162557"""""",""""""Q61993229"""""""
"300,""""""Francis"""""",""""""Picabia"""""",1879,1953,""""""Paris"""""",""""""Paris"""""",""""""M"""""",4,3,7,""""""FR"""""",null,""""""500006325"""""",""""""Q157321"""""""
"301,""""""Pablo"""""",""""""Picasso"""""",1881,1973,""""""Málaga"""""",""""""Mougins"""""",""""""M"""""",8,6,17,""""""ES"""""",null,""""""500009666"""""",""""""Q5593"""""""
"302,""""""Niko"""""",""""""Pirosmanishvili"""""",1862,1918,""""""Mirzaani"""""",""""""Tbilisi"""""",""""""M"""""",null,null,null,""""""GE"""""",null,""""""500029394"""""",""""""Q310896"""""""
"303,""""""Armand"""""",""""""Point"""""",1861,1932,""""""Algiers"""""",""""""Marlotte"""""",""""""M"""""",null,null,null,""""""FR"""""",null,""""""500046976"""""",""""""Q732208"""""""
"304,""""""Jan"""""",""""""Preisler"""""",1872,1918,""""""Dvůr Králové"""""",""""""Prague"""""",""""""M"""""",2,2,2,""""""CZ"""""",null,""""""500014295"""""",""""""Q2104325"""""""
"305,""""""Maurice Brazil"""""",""""""Prendergast"""""",1858,1924,""""""Saint John's"""""",""""""New York"""""",""""""M"""""",1,1,1,""""""US"""""",null,""""""500004329"""""",""""""Q248707"""""""
"306,""""""Gaetano"""""",""""""Previati"""""",1852,1920,""""""Ferrara"""""",""""""Lavagna"""""",""""""M"""""",1,1,1,""""""IT"""""",null,""""""500030319"""""",""""""Q913979"""""""
"307,""""""Antonín"""""",""""""Procházka"""""",1882,1945,""""""Vážany"""""",""""""Brno"""""",""""""M"""""",null,null,null,""""""CZ"""""",null,""""""500020990"""""",""""""Q552055"""""""
"308,""""""Hans"""""",""""""Purrmann"""""",1880,1966,""""""Speyer"""""",""""""Basel"""""",""""""M"""""",2,1,3,""""""DE"""""",null,""""""500025884"""""",""""""Q655484"""""""
"309,""""""Leo"""""",""""""Putz"""""",1869,1940,""""""Merano"""""",""""""Merano"""""",""""""M"""""",4,3,4,""""""IT"""""",null,""""""500013539"""""",""""""Q1818710"""""""
"310,""""""Pierre"""""",""""""Puvis de Chavannes"""""",1824,1898,""""""Lyon"""""",""""""Paris"""""",""""""M"""""",4,4,9,""""""FR"""""",null,""""""500008870"""""",""""""Q216873"""""""
"311,""""""Jean"""""",""""""Puy"""""",1876,1960,""""""Roanne"""""",""""""Roanne"""""",""""""M"""""",7,7,10,""""""FR"""""",null,""""""500020856"""""",""""""Q1685780"""""""
"312,""""""Isaak Moiseevich"""""",""""""Rabinovich"""""",1894,1961,""""""Kiev"""""",""""""Moscow"""""",""""""M"""""",null,null,null,""""""RU"""""",null,""""""500124235"""""",""""""Q4386722"""""""
"313,""""""Paul Elie"""""",""""""Ranson"""""",1861,1909,""""""Limoges"""""",""""""Paris"""""",""""""M"""""",2,2,4,""""""FR"""""",null,""""""500029480"""""",""""""Q585067"""""""
"314,""""""William"""""",""""""Ratcliffe"""""",1870,1955,""""""Clenchwarton"""""",""""""London"""""",""""""M"""""",2,1,5,""""""GB"""""",null,""""""500021605"""""",""""""Q8017384"""""""
"315,null,""""""Man Ray"""""",1890,1976,""""""Philadelphia"""""",""""""Paris"""""",""""""M"""""",null,null,null,""""""US"""""",null,""""""500015030"""""",""""""Q46139"""""""
"316,""""""Odilon"""""",""""""Redon"""""",1840,1916,""""""Bordeaux"""""",""""""Paris"""""",""""""M"""""",7,6,13,""""""FR"""""",null,""""""500007292"""""",""""""Q154349"""""""
"317,""""""Pierre-Auguste"""""",""""""Renoir"""""",1841,1919,""""""Limoges"""""",""""""Cagnes-sur-Mer"""""",""""""M"""""",10,8,22,""""""FR"""""",null,""""""500115467"""""",""""""Q39931"""""""
"318,""""""Alfred"""""",""""""Reth"""""",1884,1966,""""""Budapest"""""",""""""Paris"""""",""""""M"""""",1,1,1,""""""FR"""""",null,""""""500023179"""""",""""""Q1253013"""""""
"319,""""""József"""""",""""""Rippl-Rónai"""""",1861,1927,""""""Kaposvár"""""",""""""Kaposvár"""""",""""""M"""""",3,3,5,""""""HU"""""",null,""""""500009950"""""",""""""Q569369"""""""
"320,""""""Diego"""""",""""""Rivera"""""",1886,1957,""""""Guanajuato"""""",""""""Mexico City"""""",""""""M"""""",1,1,1,""""""MX"""""",null,""""""500025126"""""",""""""Q171128"""""""
"321,""""""William"""""",""""""Roberts"""""",1895,1980,""""""London"""""",""""""London"""""",""""""M"""""",1,1,3,""""""GB"""""",null,""""""500025069"""""",""""""Q345196"""""""
"322,""""""Alexander"""""",""""""Rodchenko"""""",1891,1956,""""""Saint Petersburg"""""",""""""Moscow"""""",""""""M"""""",null,null,null,""""""RU"""""",null,""""""500017582"""""",""""""Q312631"""""""
"323,""""""Auguste"""""",""""""Rodin"""""",1840,1917,""""""Paris"""""",""""""Meudon"""""",""""""M"""""",5,5,6,""""""FR"""""",null,""""""500016619"""""",""""""Q30755"""""""
"324,""""""Maurice"""""",""""""Rodo de Niederhäusern"""""",1863,1913,""""""Vevey"""""",""""""Munich"""""",""""""M"""""",null,null,null,""""""CH"""""",null,""""""500023630"""""",""""""Q680263"""""""
"325,""""""Christian"""""",""""""Rohlfs"""""",1849,1938,""""""Neindorf"""""",""""""Hagen"""""",""""""M"""""",5,2,6,""""""DE"""""",null,""""""500017013"""""",""""""Q62992"""""""
"326,""""""Romolo"""""",""""""Romani"""""",1884,1916,""""""Milan"""""",""""""Brescia"""""",""""""M"""""",null,null,null,""""""IT"""""",null,""""""500003689"""""",""""""Q16598333"""""""
"327,""""""Félicien"""""",""""""Rops"""""",1833,1898,""""""Namur"""""",""""""Corbeil-Essonnes"""""",""""""M"""""",2,2,3,""""""BE"""""",null,""""""500020047"""""",""""""Q378129"""""""
"328,""""""Medardo"""""",""""""Rosso"""""",1858,1928,""""""Turin"""""",""""""Milan"""""",""""""M"""""",null,null,null,""""""IT"""""",null,""""""500020447"""""",""""""Q678193"""""""
"329,""""""Georges"""""",""""""Rouault"""""",1871,1958,""""""Paris"""""",""""""Paris"""""",""""""M"""""",5,4,9,""""""FR"""""",null,""""""500024798"""""",""""""Q156128"""""""
"330,""""""Henri"""""",""""""Rousseau"""""",1844,1910,""""""Laval"""""",""""""Paris"""""",""""""M"""""",9,7,8,""""""FR"""""",null,""""""500115462"""""",""""""Q156386"""""""
"331,""""""Ker-Xavier"""""",""""""Roussel"""""",1867,1944,""""""Lorry-lès-Metz"""""",""""""L'Étang-la-Ville"""""",""""""M"""""",9,7,14,""""""FR"""""",null,""""""500025651"""""",""""""Q533859"""""""
"332,""""""Morgan"""""",""""""Russell"""""",1886,1953,""""""New York"""""",""""""Broomall"""""",""""""M"""""",1,1,1,""""""US"""""",null,""""""500028605"""""",""""""Q2344742"""""""
"333,""""""Luigi"""""",""""""Russolo"""""",1885,1947,""""""Venice"""""",""""""Venice"""""",""""""M"""""",8,6,9,""""""IT"""""",null,""""""500018220"""""",""""""Q434916"""""""
"334,""""""Nikolay"""""",""""""Ryabushinsky"""""",1876,1951,""""""Moscow"""""",""""""Nice"""""",""""""M"""""",null,null,null,""""""RU"""""",null,""""""500120713"""""",""""""Q15640190"""""""
"335,""""""Albert Pinkham"""""",""""""Ryder"""""",1847,1917,""""""New Bedford"""""",""""""Elmhurst"""""",""""""M"""""",null,null,null,""""""US"""""",null,""""""500030492"""""",""""""Q948598"""""""
"336,""""""Gösta"""""",""""""Sandels"""""",1887,1919,""""""Gothenburg"""""",""""""Granada"""""",""""""M"""""",1,1,1,""""""SE"""""",null,""""""500094606"""""",""""""Q6092385"""""""
"337,""""""Antonio"""""",""""""Sant'Elia"""""",1888,1916,""""""Como"""""",""""""Monfalcone"""""",""""""M"""""",null,null,null,""""""IT"""""",null,""""""500010939"""""",""""""Q382053"""""""
"338,""""""Nikolay"""""",""""""Sapunov"""""",1880,1912,""""""Moscow"""""",""""""Zelenogorsk"""""",""""""M"""""",1,1,1,""""""RU"""""",null,""""""500011022"""""",""""""Q3876947"""""""
"339,""""""Martiros"""""",""""""Sarian"""""",1880,1972,""""""Nakhichevan"""""",""""""Yerevan"""""",""""""M"""""",1,1,1,""""""AM"""""",null,""""""500012519"""""",""""""Q718409"""""""
"340,""""""Morton Livingston"""""",""""""Schamberg"""""",1881,1918,""""""Philadelphia"""""",""""""Philadelphia"""""",""""""M"""""",null,null,null,""""""US"""""",null,""""""500008889"""""",""""""Q1948749"""""""
"341,""""""Linka"""""",""""""Procházková"""""",1884,1960,""""""Nové Dvory"""""",""""""Brno"""""",""""""F"""""",null,null,null,""""""CZ"""""",null,""""""NULL"""""",""""""Q12033568"""""""
"342,""""""Lodewijk"""""",""""""Schelfhout"""""",1881,1943,""""""Hague, The"""""",""""""Amstelveen"""""",""""""M"""""",1,1,1,""""""NL"""""",null,""""""500015799"""""",""""""Q1867743"""""""
"343,""""""Egon"""""",""""""Schiele"""""",1890,1918,""""""Tulln"""""",""""""Vienna"""""",""""""M"""""",5,3,7,""""""AT"""""",null,""""""500002633"""""",""""""Q44032"""""""
"344,""""""Oskar"""""",""""""Schlemmer"""""",1888,1943,""""""Stuttgart"""""",""""""Baden-Baden"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500010968"""""",""""""Q458816"""""""
"345,""""""Karl"""""",""""""Schmidt-Rottluff"""""",1884,1976,""""""Rottluff"""""",""""""Berlin"""""",""""""M"""""",5,2,8,""""""DE"""""",null,""""""500005940"""""",""""""Q161143"""""""
"346,""""""Arnold"""""",""""""Schoenberg"""""",1874,1951,""""""Vienna"""""",""""""Los Angeles"""""",""""""M"""""",2,2,2,""""""AT"""""",null,""""""500030015"""""",""""""Q154770"""""""
"347,""""""Emile"""""",""""""Schuffenecker"""""",1851,1934,""""""Fresne-Saint-Mamès"""""",""""""Paris"""""",""""""M"""""",1,1,1,""""""FR"""""",null,""""""500013470"""""",""""""Q286456"""""""
"348,""""""Arthur"""""",""""""Segal"""""",1875,1944,""""""Iași"""""",""""""London"""""",""""""M"""""",3,2,4,""""""RO"""""",null,""""""500028300"""""",""""""Q215049"""""""
"349,""""""Giovanni"""""",""""""Segantini"""""",1858,1899,""""""Arco"""""",""""""Pontresina"""""",""""""M"""""",1,1,1,""""""IT"""""",null,""""""500005029"""""",""""""Q379300"""""""
"350,""""""Armand"""""",""""""Séguin"""""",1869,1903,""""""Paris"""""",""""""Châteauneuf-du-Faou"""""",""""""M"""""",1,1,1,""""""FR"""""",null,""""""500019502"""""",""""""Q4792704"""""""
"351,""""""Paul"""""",""""""Sérusier"""""",1864,1927,""""""Paris"""""",""""""Morlaix"""""",""""""M"""""",2,2,5,""""""FR"""""",null,""""""500029078"""""",""""""Q326606"""""""
"352,""""""Albert"""""",""""""Servaes"""""",1883,1966,""""""Ghent"""""",""""""Luzern"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""500005497"""""",""""""Q2197592"""""""
"353,""""""Georges"""""",""""""Seurat"""""",1859,1891,""""""Paris"""""",""""""Paris"""""",""""""M"""""",4,4,7,""""""FR"""""",null,""""""500008873"""""",""""""Q34013"""""""
"354,""""""Gino"""""",""""""Severini"""""",1883,1966,""""""Cortona"""""",""""""Paris"""""",""""""M"""""",8,6,10,""""""IT"""""",null,""""""500009799"""""",""""""Q169984"""""""
"355,""""""René"""""",""""""Seyssaud"""""",1867,1952,""""""Marseilles"""""",""""""Saint-Chamas"""""",""""""M"""""",2,2,4,""""""FR"""""",null,""""""500009385"""""",""""""Q3426890"""""""
"356,""""""Charles"""""",""""""Sheeler"""""",1883,1965,""""""Philadelphia"""""",""""""Dobbs Ferry"""""",""""""M"""""",null,null,null,""""""US"""""",null,""""""500115325"""""",""""""Q624868"""""""
"357,""""""Aleksandr"""""",""""""Shevchenko"""""",1883,1948,""""""Kharkov"""""",""""""Moscow"""""",""""""M"""""",null,null,null,""""""RU"""""",null,""""""500072868"""""",""""""Q2833546"""""""
"358,""""""Iosif Solomonovič"""""",""""""Škol'nik"""""",1883,1926,""""""Balta, Odessa Oblast"""""",""""""Saint Petersburg"""""",""""""M"""""",1,1,1,""""""UA"""""",null,""""""500171924"""""",""""""Q4525263"""""""
"359,""""""Léopold"""""",""""""Survage"""""",1879,1968,""""""Moscow"""""",""""""Paris"""""",""""""M"""""",null,null,null,""""""RU"""""",null,""""""500008491"""""",""""""Q734172"""""""
"360,""""""Walter Richard"""""",""""""Sickert"""""",1860,1942,""""""Munich"""""",""""""Bathampton"""""",""""""M"""""",3,2,8,""""""GB"""""",null,""""""500001141"""""",""""""Q703369"""""""
"361,""""""Paul"""""",""""""Signac"""""",1863,1935,""""""Paris"""""",""""""Paris"""""",""""""M"""""",12,11,14,""""""FR"""""",null,""""""500008410"""""",""""""Q151573"""""""
"362,""""""Ladislav"""""",""""""Šíma"""""",1885,1956,""""""Prague"""""",""""""Benešov"""""",""""""M"""""",null,null,null,""""""CZ"""""",null,""""""NULL"""""",""""""Q94637857"""""""
"363,""""""Renée"""""",""""""Sintenis"""""",1888,1965,""""""Silesia"""""",""""""Berlin"""""",""""""F"""""",null,null,null,""""""DE"""""",null,""""""500076525"""""",""""""Q64341"""""""
"364,""""""Max"""""",""""""Slevogt"""""",1868,1932,""""""Landshut"""""",""""""Leinsweiler"""""",""""""M"""""",5,4,6,""""""DE"""""",null,""""""500016330"""""",""""""Q703356"""""""
"365,""""""John"""""",""""""Sloan"""""",1871,1951,""""""Lock Haven"""""",""""""Hanover, New Hampshire"""""",""""""M"""""",2,1,2,""""""US"""""",null,""""""500014645"""""",""""""Q861756"""""""
"366,""""""Johannes Carolus Bernardus"""""",""""""Sluijters"""""",1881,1957,""""""s Hertogenbosch"""""",""""""Amsterdam"""""",""""""M"""""",2,1,2,""""""NL"""""",null,""""""500008116"""""",""""""Q1682227"""""""
"367,""""""Matthew Arnold Bracy"""""",""""""Smith"""""",1879,1959,""""""Halifax"""""",""""""London"""""",""""""M"""""",null,null,null,""""""GB"""""",null,""""""500007882"""""",""""""Q3299800"""""""
"368,""""""Ardengo"""""",""""""Soffici"""""",1879,1964,""""""Rignano sull'Arno"""""",""""""Forte dei Marmi"""""",""""""M"""""",5,3,5,""""""IT"""""",null,""""""500020816"""""",""""""Q638877"""""""
"369,""""""Konstantin"""""",""""""Somov"""""",1869,1939,""""""Saint Petersburg"""""",""""""Paris"""""",""""""M"""""",1,1,1,""""""RU"""""",null,""""""500031589"""""",""""""Q433067"""""""
"370,""""""Henrik"""""",""""""Sørensen"""""",1882,1962,""""""Fryksände"""""",""""""Christiania (Oslo)"""""",""""""M"""""",null,null,null,""""""NO"""""",null,""""""500031332"""""",""""""Q4581830"""""""
"371,""""""Václav"""""",""""""Špála"""""",1885,1946,""""""Žlunice"""""",""""""Prague"""""",""""""M"""""",null,null,null,""""""CZ"""""",null,""""""500000259"""""",""""""Q2477590"""""""
"372,""""""Ėduard Karlovič"""""",""""""Spandikov"""""",1875,1929,""""""Kalvarija"""""",null,""""""M"""""",null,null,null,""""""RU"""""",null,""""""NULL"""""",null"
"373,""""""Stanley"""""",""""""Spencer"""""",1891,1959,""""""Cookham"""""",""""""Cliveden"""""",""""""M"""""",1,1,3,""""""GB"""""",null,""""""500006212"""""",""""""Q1282413"""""""
"374,""""""Léon"""""",""""""Spilliaert"""""",1881,1946,""""""Ostend"""""",""""""Brussels"""""",""""""M"""""",null,null,null,""""""BE"""""",null,""""""500018978"""""",""""""Q1394505"""""""
"375,""""""Jacob"""""",""""""Steinhardt"""""",1887,1968,""""""Zerków"""""",""""""Nahariyya"""""",""""""M"""""",1,1,1,""""""IL"""""",null,""""""500018899"""""",""""""Q214106"""""""
"376,""""""Joseph"""""",""""""Stella"""""",1877,1946,""""""Muro Lucano"""""",""""""New York"""""",""""""M"""""",null,null,null,""""""US"""""",null,""""""500032250"""""",""""""Q1347418"""""""
"377,""""""John"""""",""""""Sten"""""",1879,1922,""""""Njutångers socken"""""",""""""Bali"""""",""""""M"""""",null,null,null,""""""SE"""""",null,""""""500058693"""""",""""""Q6188585"""""""
"378,""""""Maurice"""""",""""""Sterne"""""",1877,1957,""""""Liepāja"""""",""""""Mount Kisco"""""",""""""M"""""",1,1,1,""""""US"""""",null,""""""500026464"""""",""""""Q3852444"""""""
"379,""""""August"""""",""""""Strindberg"""""",1849,1912,""""""Stockholm"""""",""""""Stockholm"""""",""""""M"""""",null,null,null,""""""SE"""""",null,""""""500018793"""""",""""""Q7724"""""""
"380,""""""Sergey"""""",""""""Sudyekin"""""",1882,1946,""""""Smolensk"""""",""""""Nyack"""""",""""""M"""""",3,3,3,""""""RU"""""",null,""""""500027856"""""",""""""Q2506375"""""""
"381,""""""Georg"""""",""""""Tappert"""""",1880,1957,""""""Berlin"""""",""""""Berlin"""""",""""""M"""""",3,3,4,""""""DE"""""",null,""""""500023870"""""",""""""Q828591"""""""
