a.id,a.firstname,a.lastname,e.id,e.title,count(r);
"228,""""""Georgy"""""",""""""Lukomsky"""""",307,""""""Les Artistes Russes, Décors et Costumes de théâtre et Tableaux"""""",1";
"229,""""""George Benjamin"""""",""""""Luks"""""",35,""""""Tenth Annual Exhibition"""""",1";
"229,""""""George Benjamin"""""",""""""Luks"""""",534,""""""International Exhibition of Modern Art [Armory Show]"""""",1";
"229,""""""George Benjamin"""""",""""""Luks"""""",554,""""""International Exhibition of Modern Art [Armory Show]"""""",1";
"229,""""""George Benjamin"""""",""""""Luks"""""",147,""""""Exhibition of Paintings"""""",1";
"230,""""""Henrik Louis"""""",""""""Lund"""""",462,""""""Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln"""""",1";
"230,""""""Henrik Louis"""""",""""""Lund"""""",418,""""""Hagenbund. Norwegische Künstler"""""",1";
"230,""""""Henrik Louis"""""",""""""Lund"""""",927,""""""XIII. Jahrgang. Winter 1910/1911. II. Ausstellung. [Norwegische Künstler. Karl Hofer]"""""",1";
"230,""""""Henrik Louis"""""",""""""Lund"""""",109,""""""VII. Esposizione Internazionale d’Arte della Città di Venezia"""""",1";
"230,""""""Henrik Louis"""""",""""""Lund"""""",447,""""""Stedelijke Internationale Tentoonstelling Van Kunstwerken Van Levende Meesters"""""",1";
"230,""""""Henrik Louis"""""",""""""Lund"""""",1486,""""""Exhibition of Contemporary Scandinavian Art"""""",1";
"231,""""""Oscar"""""",""""""Lüthy"""""",909,""""""I. Ausstellung des Modernen Bundes"""""",1";
"231,""""""Oscar"""""",""""""Lüthy"""""",549,""""""V. Kollektiv-Ausstellung. Moderner Bund. Schweiz"""""",1";
"231,""""""Oscar"""""",""""""Lüthy"""""",550,""""""Der Sturm. Fünfzehnte Ausstellung. Der Moderne Bund Schweiz"""""",1";
"231,""""""Oscar"""""",""""""Lüthy"""""",422,""""""Die zweite Ausstellung der Redaktion. Der Blaue Reiter. Schwarz-Weiss"""""",1";
"231,""""""Oscar"""""",""""""Lüthy"""""",472,""""""Moderner Bund. [II. Ausstellung]"""""",1";
"232,""""""Stanton"""""",""""""Macdonald-Wright"""""",601,""""""Les Synchromistes: Morgan Russell et S. Macdonald-Wright"""""",1";
"233,""""""August"""""",""""""Macke"""""",591,""""""Der Sturm. Erster Deutscher Herbstsalon"""""",1";
"233,""""""August"""""",""""""Macke"""""",625,""""""Expressionistische Ausstellung / Die neue Malerei"""""",1";
"233,""""""August"""""",""""""Macke"""""",414,""""""Выставка Картин Общества Художников \""""Бубновый Валет\"""""""""",1";
"233,""""""August"""""",""""""Macke"""""",422,""""""Die zweite Ausstellung der Redaktion. Der Blaue Reiter. Schwarz-Weiss"""""",1";
"233,""""""August"""""",""""""Macke"""""",430,""""""Neue Secession. V. Ausstellung. Zeichnende Künste, Plastik"""""",1";
"233,""""""August"""""",""""""Macke"""""",681,""""""Paul Baum, Walter Ophey. Rheinische Expressionisten"""""",1";
"233,""""""August"""""",""""""Macke"""""",690,""""""Neue Münchener Secession. Erste Ausstellung"""""",1";
"233,""""""August"""""",""""""Macke"""""",692,""""""VII. Ausstellung. Rheinische Expressionisten"""""",1";
"233,""""""August"""""",""""""Macke"""""",666,""""""Erste Ausstellung der Freien Secession Berlin"""""",1";
"233,""""""August"""""",""""""Macke"""""",400,""""""Der Blaue Reiter. Die Erste Ausstellung der Redaktion"""""",1";
"233,""""""August"""""",""""""Macke"""""",1036,""""""Der Blaue Reiter"""""",1";
"233,""""""August"""""",""""""Macke"""""",570,""""""LIA. Leipziger Jahresausstellung 1913"""""",1";
"233,""""""August"""""",""""""Macke"""""",462,""""""Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln"""""",1";
"233,""""""August"""""",""""""Macke"""""",1088,""""""Der Sturm. Erste Ausstellung. Der Blaue Reiter. Franz Flaum. Oskar Kokoschka. Expressionisten"""""",1";
"233,""""""August"""""",""""""Macke"""""",516,""""""Cölner Secession"""""",1";
"233,""""""August"""""",""""""Macke"""""",585,""""""Neue Kunst. II.Gesamtausstellung"""""",1";
"233,""""""August"""""",""""""Macke"""""",798,""""""Der Sturm. Neunzehnte Ausstellung. Expressionisten / Kubisten / Futuristen"""""",1";
"233,""""""August"""""",""""""Macke"""""",801,""""""Der Blaue Reiter. Gemälde-Ausstellung"""""",1";
"233,""""""August"""""",""""""Macke"""""",807,""""""Sammlung Walden. Gemälde, Zeichnungen, Plastiken"""""",1";
"234,""""""Helmuth"""""",""""""Macke"""""",591,""""""Der Sturm. Erster Deutscher Herbstsalon"""""",1";
"234,""""""Helmuth"""""",""""""Macke"""""",681,""""""Paul Baum, Walter Ophey. Rheinische Expressionisten"""""",1";
"234,""""""Helmuth"""""",""""""Macke"""""",692,""""""VII. Ausstellung. Rheinische Expressionisten"""""",1";
"234,""""""Helmuth"""""",""""""Macke"""""",462,""""""Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",459,""""""Salon de Mai 1912, Première Exposition"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",462,""""""Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",379,""""""La Montagne"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",324,""""""Manet and the Post-Impressionists"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",328,""""""Exposition Annuelle, 1er Groupe"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",329,""""""La Faune"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",1271,""""""Vente au bénéfice du Monument Cézanne"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",75,""""""Zwölfte Kunstausstellung der Berliner Secession. Zeichnende Künste"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",1131,""""""Tableaux Modernes. Aquarelles, Dessins et Pastels"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",411,""""""Выставка сто лет французской живописи (1812-1912)"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",554,""""""International Exhibition of Modern Art [Armory Show]"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",956,""""""[IX. Jahrgang. III. Ausstellung. Schwarz-Weiss Ausstellung der Berliner Secession]"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",133,""""""Vierzehnte Ausstellung der Berliner Secession, Zeichnende Künste"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",301,""""""Nus"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",311,""""""Ausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",267,""""""XXXI. výstava S. V. U. Manes. Les indépendants"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",283,""""""Nemzetközi Impresszionista kiállítás"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",694,""""""Le Paysage du Midi"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",585,""""""Neue Kunst. II.Gesamtausstellung"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",567,""""""International Exhibition of Modern Art [Armory Show]"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",521,""""""Die Neue Kunst"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",534,""""""International Exhibition of Modern Art [Armory Show]"""""",1";
"235,""""""Aristide"""""",""""""Maillol"""""",1465,""""""VIII. Serie Französische Impressionisten"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",1465,""""""VIII. Serie Französische Impressionisten"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",301,""""""Nus"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",305,""""""Manet. Trente-cinq tableaux de la Collection Pellerin"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",316,""""""Ausstellung französischer Kunst des 18., 19. und 20. Jahrhunderts"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",322,""""""Einundzwanzigste Ausstellung der Berliner Secession. Zeichnende Künste"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",324,""""""Manet and the Post-Impressionists"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",329,""""""La Faune"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",592,""""""A XIX. század nagy francia mesterei"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",596,""""""Eröffnungsausstellung. Kölnischer Kunstverein"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",616,""""""Französische Meister"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",860,""""""D'après les maîtres"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",473,""""""Die klassische Malerei Frankreichs im 19. Jahrhundert"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",487,""""""XV. Jahrgang. 1912-13. Erste Ausstellung. [Galerie-Ausstellung]"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",134,""""""Modern francia nagymesterek tárlata. Magyar müvészek karácsonyi művásárja és az Éremkedvelők Egyesületének kiállitása"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",135,""""""Exposition de Cent Vingt Tableautins, Peintures, Aquarelles, Pastels et Dessins"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",136,""""""Portraits d'Hommes"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",627,""""""Moderne Franzosen"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",645,""""""Internationale Ausstellung in der Kunsthalle Bremen"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",666,""""""Erste Ausstellung der Freien Secession Berlin"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",1231,""""""Collection Moreau (Tableaux, Dessins, Aquarelles et Pastels)"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",1239,""""""Collection de M. George Viau"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",1240,""""""Collection de M. George Viau (Deuxième Vente)"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",1244,""""""Sommaire des Peintures et Sculptures de l'École Contemporaine exposées dans les Galeries du Musée National du Luxembourg"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",43,""""""Internationale Kunstausstellung Bremen"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",52,""""""Elfte Ausstellung der Berliner Secession"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",111,""""""Tavaszi kiállitás. Gauguin, Cézanne stb. művei"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",116,""""""Internationale Kunstausstellung Mannheim"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",128,""""""Třiadvacátá výstava Spolku výtvarných umělců Manes v Praze 1907. Francouzští impressionisté"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",132,""""""Fleurs et Natures Mortes"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",409,""""""Exposition d'Art Moderne"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",411,""""""Выставка сто лет французской живописи (1812-1912)"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",417,""""""Französische Meister"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",1123,""""""Exposition Permanente"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",1169,""""""Manet. Monet"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",30,""""""Salon d'Automne. 3e Exposition"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",1249,""""""Collection de M. Albert Bernier"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",883,""""""XI. Jahrgang. Winter 1908/09. II. Ausstellung. [Kollektion Lovis Corinth. Ausstellung \""""Stilleben\""""]"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",915,""""""XII. Jahrgang. VIII. Ausstellung. [Edouard Manet (Sammlung Pellerin)]"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",940,""""""XIV. Jahrgang. Winter 1911/1912. IX. Ausstellung. [Sommerausstellung]"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",953,""""""[VIII. Jahrgang. VII. Ausstellung. Französische Meister]"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",954,""""""[IX. Jahrgang. I. Ausstellung. Manet-Monet-Ausstellung]"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",538,""""""Französische Impressionisten"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",542,""""""Prima Esposizione Internazionale d'Arte della \""""Secessione\"""""""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",505,""""""Ausstellung von Werken Moderner Franzosen"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",513,""""""XV. Jahrgang. 1912-13. Dritte Ausstellung. [Sammlung Gottlieb Friedrich Reber, Barmen]"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",515,""""""Francia Impresszionisták (Manet) és Herman Lipót gyüjteményes kiállítása"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",521,""""""Die Neue Kunst"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",532,""""""Privatsammlung Dr. Oskar Reichel. Wien"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",534,""""""International Exhibition of Modern Art [Armory Show]"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",280,""""""Zwanzigste Ausstellung der Berliner Secession"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",283,""""""Nemzetközi Impresszionista kiállítás"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",974,""""""X. Jahrgang. 1907/1908. II. Ausstellung. [Kollektionen Philipp Franck, Ferdinand Hodler, Walter Leistikow, Karl Walser]"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",982,""""""X. Jahrgang. 1907/1908. X. Ausstellung. Francisco de Goya"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",579,""""""[XV. Jahrgang. 1912/13. Zehnte Ausstellung. Sommerausstellung]"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",1451,""""""Eröffnungs-Ausstellung November 1909. Moderne Galerie München"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",1453,""""""Französische Impressionisten"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",1456,""""""Impressionisten - Ausstellung"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",375,""""""L'Eau"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",1051,""""""Katalog-Auszug eines Teiles der im Besitze der Modernen Galerie befindlichen Werke"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",1086,""""""Exposition de 24 Tableaux et Aquarelles par MANET"""""",1";
"236,""""""Edouard"""""",""""""Manet"""""",1104,""""""Collection Roger Marx. Tableaux, Pastels, Dessins, Aquarelles, Sculptures"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",1097,""""""Exposition De Tableaux Modernes"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",883,""""""XI. Jahrgang. Winter 1908/09. II. Ausstellung. [Kollektion Lovis Corinth. Ausstellung \""""Stilleben\""""]"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",670,""""""Exposition Annuelle, 3eme Groupe"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",324,""""""Manet and the Post-Impressionists"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",329,""""""La Faune"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",349,""""""XXII. Ausstellung der Berliner Secession"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",359,""""""Exposition Annuelle, IIIme Groupe"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",1465,""""""VIII. Serie Französische Impressionisten"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",1479,""""""Салон. Интернациональная выставка картин, скульптуры, гравюры и графики"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",225,""""""Internationale Kunstschau Wien"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",301,""""""Nus"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",303,""""""Exposition Manguin"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",311,""""""Ausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",381,""""""Kunst unserer Zeit in Cölner Privatbesitz"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",384,""""""Internationale Tentoonstelling van Moderne Kunst. Moderne Kunst Kring"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",136,""""""Portraits d'Hommes"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",455,""""""Exposition Annuelle, IIIe Groupe"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",459,""""""Salon de Mai 1912, Première Exposition"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",462,""""""Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",592,""""""A XIX. század nagy francia mesterei"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",758,""""""Салон. Интернациональная выставка картин, скульптуры, гравюры и рисунков"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",860,""""""D'après les maîtres"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",411,""""""Выставка сто лет французской живописи (1812-1912)"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",438,""""""XXIV. Ausstellung der Berliner Secession"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",210,""""""La Libre Esthétique. Seizième Exposition"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",244,""""""Natures Mortes et Fleurs (Peintures)"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",130,""""""Exposition de sculptures nouvelles par Camille Claudel et de peintures par Manguin, Marquet, Puy"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",747,""""""Салон. Интернациональная выстака картин, скульптуры, гравюры и рисунков"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",757,""""""Салон. Интернациональная выставка картин, скульптуры, гравюры и графики"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",46,""""""La Libre Esthétique. La treizième Exposition"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",30,""""""Salon d'Automne. 3e Exposition"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",31,""""""Exposition de Peintures"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",363,""""""Internationale Kunstausstellung der Münchener Secession"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",375,""""""L'Eau"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",534,""""""International Exhibition of Modern Art [Armory Show]"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",677,""""""46. výstava S.V.U. Manes v Praze (členská)"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",542,""""""Prima Esposizione Internazionale d'Arte della \""""Secessione\"""""""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",546,""""""Interprétations du Midi"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",553,""""""XXVI. Ausstellung der Berliner Secession"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",554,""""""International Exhibition of Modern Art [Armory Show]"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",694,""""""Le Paysage du Midi"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",580,""""""Exposition Universelle et Internationale de Gand en 1913: Groupe II. Beaux-Arts: Œuvres modernes."""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",267,""""""XXXI. výstava S. V. U. Manes. Les indépendants"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",277,""""""La Libre Esthétique. L'Évolution du Paysage"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",558,""""""XXXXIII. výstava. S. V. U. Manes. Členská"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",562,""""""Exposition Annuelle. 3e Groupe"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",566,""""""Exposition Manguin"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",567,""""""International Exhibition of Modern Art [Armory Show]"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",68,""""""Salon d'Automne. 4e Exposition"""""",1";
"237,""""""Henri Charles"""""",""""""Manguin"""""",20,""""""Exposition de Peintures, Pastels & Sculptures"""""",1";
"238,null,""""""Manolo"""""",554,""""""International Exhibition of Modern Art [Armory Show]"""""",1";
"238,null,""""""Manolo"""""",585,""""""Neue Kunst. II.Gesamtausstellung"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",585,""""""Neue Kunst. II.Gesamtausstellung"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",462,""""""Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",472,""""""Moderner Bund. [II. Ausstellung]"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",485,""""""Neue Kunst. Erste Gesamt-Ausstellung"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",1088,""""""Der Sturm. Erste Ausstellung. Der Blaue Reiter. Franz Flaum. Oskar Kokoschka. Expressionisten"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",645,""""""Internationale Ausstellung in der Kunsthalle Bremen"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",656,""""""Woodcut Prints [Mokuhanga tenrankai mokuroku]"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",1036,""""""Der Blaue Reiter"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",1040,""""""Der Sturm. Neue Kunst"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",381,""""""Kunst unserer Zeit in Cölner Privatbesitz"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",393,""""""Neue Secession Berlin. IV. Ausstellung. Gemälde."""""",1";
"239,""""""Franz"""""",""""""Marc"""""",400,""""""Der Blaue Reiter. Die Erste Ausstellung der Redaktion"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",591,""""""Der Sturm. Erster Deutscher Herbstsalon"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",600,""""""Post-Impressionist and Futurist Exhibition"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",609,""""""Moderne Kunst Kring (Cercle de l'Art Moderne)"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",613,""""""Der Sturm. Zwanzigste Ausstellung. Albert Bloch"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",625,""""""Expressionistische Ausstellung / Die neue Malerei"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",799,""""""Der Sturm. Dreissigste Ausstellung"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",801,""""""Der Blaue Reiter. Gemälde-Ausstellung"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",803,""""""Der Sturm. Vierzehnte Ausstellung. Franz Marc"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",804,""""""Der Sturm. Vierunddreißigste Ausstellung. Franz Marc"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",807,""""""Sammlung Walden. Gemälde, Zeichnungen, Plastiken"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",808,""""""Der Sturm. Dreiundzwanzigste Ausstellung."""""",1";
"239,""""""Franz"""""",""""""Marc"""""",810,""""""Der Sturm. Neunundzwanzigste Ausstellung"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",414,""""""Выставка Картин Общества Художников \""""Бубновый Валет\"""""""""",1";
"239,""""""Franz"""""",""""""Marc"""""",422,""""""Die zweite Ausstellung der Redaktion. Der Blaue Reiter. Schwarz-Weiss"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",430,""""""Neue Secession. V. Ausstellung. Zeichnende Künste, Plastik"""""",1";
"239,""""""Franz"""""",""""""Marc"""""",557,""""""A Művészház nemzetközi Postimpresszionista kiállitása"""""",1";
"240,""""""Jean"""""",""""""Marchand"""""",626,""""""The Grafton Group. Vanessa Bell, Roger Fry, Duncan Grant. Second Exhibition"""""",1";
"240,""""""Jean"""""",""""""Marchand"""""",628,""""""Ausstellung Preis-Konkurrenz C.R. [Carl Reininghaus]. Werke der Malerei"""""",1";
"240,""""""Jean"""""",""""""Marchand"""""",637,""""""45. výstava S. V. U. Manes v Praze. Moderní umění"""""",1";
"240,""""""Jean"""""",""""""Marchand"""""",489,""""""Second Post-Impressionist Exhibition. British, French and Russian Artists"""""",1";
"240,""""""Jean"""""",""""""Marchand"""""",491,""""""Salon de la \""""Section d'Or\"""""""""",1";
"240,""""""Jean"""""",""""""Marchand"""""",600,""""""Post-Impressionist and Futurist Exhibition"""""",1";
"240,""""""Jean"""""",""""""Marchand"""""",394,""""""Exposition d'Art Contemporain / Société Normande de Peinture Moderne 2me exposition"""""",1";
"240,""""""Jean"""""",""""""Marchand"""""",1044,""""""Paintings and Drawings by F. Marchand"""""",1";
"240,""""""Jean"""""",""""""Marchand"""""",521,""""""Die Neue Kunst"""""",1";
"240,""""""Jean"""""",""""""Marchand"""""",576,""""""Exposition de quelques œuvres"""""",1";
"242,""""""Louis"""""",""""""Marcoussis"""""",798,""""""Der Sturm. Neunzehnte Ausstellung. Expressionisten / Kubisten / Futuristen"""""",1";
"242,""""""Louis"""""",""""""Marcoussis"""""",1101,""""""Exposition d'Œuvres de Sculpture et de Peinture du Salon des Artistes Indépendants de Paris"""""",1";
"242,""""""Louis"""""",""""""Marcoussis"""""",591,""""""Der Sturm. Erster Deutscher Herbstsalon"""""",1";
"242,""""""Louis"""""",""""""Marcoussis"""""",491,""""""Salon de la \""""Section d'Or\"""""""""",1";
"242,""""""Louis"""""",""""""Marcoussis"""""",637,""""""45. výstava S. V. U. Manes v Praze. Moderní umění"""""",1";
"242,""""""Louis"""""",""""""Marcoussis"""""",30,""""""Salon d'Automne. 3e Exposition"""""",1";
"243,""""""Ödön"""""",""""""Márffy"""""",462,""""""Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln"""""",1";
"243,""""""Ödön"""""",""""""Márffy"""""",557,""""""A Művészház nemzetközi Postimpresszionista kiállitása"""""",1";
"243,""""""Ödön"""""",""""""Márffy"""""",77,""""""Téli nemzetközi kiállítás"""""",1";
"243,""""""Ödön"""""",""""""Márffy"""""",53,""""""Tavaszi kiállítás"""""",1";
"243,""""""Ödön"""""",""""""Márffy"""""",356,""""""\""""Nyolcak\"""" kiállitása"""""",1";
"243,""""""Ödön"""""",""""""Márffy"""""",223,""""""VIII. Esposizione d'Arte della Città di Venezia"""""",1";
"243,""""""Ödön"""""",""""""Márffy"""""",204,""""""M.I.É.N.K. második kiállitása"""""",1";
"243,""""""Ödön"""""",""""""Márffy"""""",1009,""""""A Művészház palotafelavató kiállítása"""""",1";
"243,""""""Ödön"""""",""""""Márffy"""""",636,""""""A Művészház nagy kiállitása"""""",1";
"243,""""""Ödön"""""",""""""Márffy"""""",173,""""""M.I.É.N.K. [1]"""""",1";
"243,""""""Ödön"""""",""""""Márffy"""""",97,""""""Tavaszi kiállitás"""""",1";
"243,""""""Ödön"""""",""""""Márffy"""""",68,""""""Salon d'Automne. 4e Exposition"""""",1";
"243,""""""Ödön"""""",""""""Márffy"""""",268,""""""Ausstellung Ungarischer Maler"""""",1";
